index,elapsed_time,time,temp
808,24322.2,795043.562,23.69
809,24352.3,795073.656,23.71
810,24382.41,795103.765,23.65
811,24412.5,795133.859,23.66
812,24442.61,795163.968,23.69
813,24472.7,795194.062,23.69
814,24502.81,795224.171,23.64
815,24532.91,795254.265,23.61
816,24563.02,795284.375,23.66
817,24593.11,795314.468,23.62
818,24623.22,795344.578,23.59
819,24653.31,795374.671,23.61
820,24683.42,795404.781,23.62
821,24713.52,795434.875,23.66
822,24743.62,795464.984,23.68
823,24773.72,795495.078,23.70
824,24803.83,795525.187,23.66
825,24833.92,795555.281,23.63
826,24864.03,795585.39,23.64
827,24894.12,795615.484,23.66
828,24924.23,795645.593,23.67
829,24954.33,795675.687,23.68
830,24984.44,795705.796,23.68
831,25014.53,795735.89,23.70
832,25044.64,795766.0,23.71
833,25074.73,795796.093,23.74
834,25104.84,795826.203,23.66
835,25134.94,795856.296,23.62
836,25165.05,795886.406,23.67
837,25195.14,795916.5,23.67
838,25225.25,795946.609,23.72
839,25255.34,795976.703,23.67
840,25285.45,796006.812,23.68
841,25315.55,796036.906,23.65
842,25345.66,796067.015,23.65
843,25375.75,796097.109,23.63
844,25405.86,796127.218,23.62
845,25435.95,796157.312,23.62
846,25466.06,796187.421,23.65
847,25496.16,796217.515,23.64
848,25526.27,796247.625,23.62
849,25556.36,796277.718,23.68
850,25586.47,796307.828,23.70
851,25616.56,796337.921,23.69
852,25646.67,796368.031,23.64
853,25676.77,796398.125,23.63
854,25706.88,796428.234,23.68
855,25736.97,796458.328,23.66
856,25767.08,796488.437,23.71
857,25797.17,796518.531,23.72
858,25827.28,796548.64,23.65
859,25857.38,796578.734,23.68
860,25887.48,796608.843,23.69
861,25917.58,796638.937,23.70
862,25947.69,796669.046,23.69
863,25977.78,796699.14,23.69
864,26007.89,796729.25,23.67
865,26037.98,796759.343,23.66
866,26068.09,796789.453,23.66
867,26098.19,796819.546,23.68
868,26128.3,796849.656,23.60
869,26158.39,796879.75,23.62
